Ano,Partido,UF,C,E,K,A,M,magnitude,esperado,amplitude,cobertura,precisao
2018,PSDB,PR,10,0,4.0,0.0,30,16–31,0.0,40.0,,0.0
2018,PSDB,RJ,21,0,3.0,0.0,46,39–70,0.0,14.285714285714286,,0.0
2018,PSDB,RN,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSDB,RO,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,PSDB,RR,5,1,1.0,1.0,8,8–12,0.2,20.0,100.0,100.0
2018,PSDB,RS,7,2,2.0,1.0,31,16–31,0.5714285714285714,28.571428571428573,50.0,50.0
2018,PSDB,SC,17,1,4.0,1.0,16,16–31,0.23529411764705882,23.529411764705884,100.0,25.0
2018,PSDB,SE,3,0,2.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,PSDB,SP,57,6,19.0,5.0,70,39–70,2.0,33.333333333333336,83.33333333333333,26.31578947368421
2018,PSDB,TO,6,0,3.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PSL,AC,8,0,5.0,0.0,8,8–12,0.0,62.5,,0.0
2018,PSL,AL,10,0,0.0,0.0,9,8–12,0.0,0.0,,
2018,PSL,AM,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PSL,AP,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSL,BA,4,1,1.0,1.0,39,39–70,0.25,25.0,100.0,100.0
2018,PSL,CE,21,1,1.0,1.0,22,16–31,0.047619047619047616,4.761904761904762,100.0,100.0
2018,PSL,DF,3,0,2.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,PSL,ES,7,1,1.0,1.0,10,8–12,0.14285714285714285,14.285714285714286,100.0,100.0
2018,PSL,GO,9,2,1.0,1.0,17,16–31,0.2222222222222222,11.11111111111111,50.0,100.0
2018,PSL,MA,23,0,2.0,0.0,18,16–31,0.0,8.695652173913043,,0.0
2018,PSL,MG,76,6,4.0,1.0,53,39–70,0.3157894736842105,5.2631578947368425,16.666666666666668,25.0
2018,PSL,MS,4,2,0.0,0.0,8,8–12,0.0,0.0,0.0,
2018,PSL,MT,5,1,3.0,1.0,8,8–12,0.6,60.0,100.0,33.333333333333336
2018,PSL,PA,2,0,1.0,0.0,17,16–31,0.0,50.0,,0.0
2018,PSL,PB,14,1,2.0,1.0,12,8–12,0.14285714285714285,14.285714285714286,100.0,50.0
2018,PSL,PE,11,1,2.0,1.0,25,16–31,0.18181818181818182,18.181818181818183,100.0,50.0
2018,PSL,PI,6,0,0.0,0.0,10,8–12,0.0,0.0,,
2018,PSL,PR,29,3,2.0,0.0,30,16–31,0.20689655172413793,6.896551724137931,0.0,0.0
2018,PSL,RJ,63,12,7.0,4.0,46,39–70,1.3333333333333333,11.11111111111111,33.333333333333336,57.142857142857146
2018,PSL,RN,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,PSL,RO,11,1,0.0,0.0,8,8–12,0.0,0.0,0.0,
2018,PSL,RR,9,1,4.0,1.0,8,8–12,0.4444444444444444,44.44444444444444,100.0,25.0
2018,PSL,RS,21,3,5.0,0.0,31,16–31,0.7142857142857143,23.80952380952381,0.0,0.0
2018,PSL,SC,19,4,12.0,2.5,16,16–31,2.526315789473684,63.1578947368421,62.5,20.833333333333332
2018,PSL,SE,8,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PSL,SP,58,10,16.0,4.0,70,39–70,2.7586206896551726,27.586206896551722,40.0,25.0
2018,PSL,TO,10,0,8.0,0.0,8,8–12,0.0,80.0,,0.0
2018,PSOL,AC,4,0,3.0,0.0,8,8–12,0.0,75.0,,0.0
2018,PSOL,AL,2,0,1.0,0.0,9,8–12,0.0,50.0,,0.0
2018,PSOL,AM,13,0,6.0,0.0,8,8–12,0.0,46.15384615384615,,0.0
2018,PSOL,AP,6,0,6.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSOL,BA,50,0,12.0,0.0,39,39–70,0.0,24.0,,0.0
2018,PSOL,CE,23,0,6.0,0.0,22,16–31,0.0,26.08695652173913,,0.0
2018,PSOL,DF,15,0,6.0,0.0,8,8–12,0.0,40.0,,0.0
2018,PSOL,ES,7,0,7.0,0.0,10,8–12,0.0,100.0,,0.0
2018,PSOL,GO,16,0,13.0,0.0,17,16–31,0.0,81.25,,0.0
2018,PSOL,MA,15,0,15.0,0.0,18,16–31,0.0,100.0,,0.0
2018,PSOL,MG,33,1,14.0,1.0,53,39–70,0.42424242424242425,42.42424242424242,100.0,7.142857142857143
2018,PSOL,MS,6,0,5.0,0.0,8,8–12,0.0,83.33333333333333,,0.0
2018,PSOL,MT,9,0,2.0,0.0,8,8–12,0.0,22.22222222222222,,0.0
2018,PSOL,PA,18,1,3.0,1.0,17,16–31,0.16666666666666666,16.666666666666668,100.0,33.333333333333336
2018,PSOL,PB,5,0,5.0,0.0,12,8–12,0.0,100.0,,0.0
2018,PSOL,PE,31,0,12.0,0.0,25,16–31,0.0,38.70967741935484,,0.0
2018,PSOL,PI,7,0,6.0,0.0,10,8–12,0.0,85.71428571428571,,0.0
2018,PSOL,PR,29,0,29.0,0.0,30,16–31,0.0,100.0,,0.0
2018,PSOL,RJ,44,4,8.0,4.0,46,39–70,0.7272727272727273,18.181818181818183,100.0,50.0
2018,PSOL,RN,11,0,11.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSOL,RO,3,0,1.0,0.0,8,8–12,0.0,33.333333333333336,,0.0
2018,PSOL,RR,4,0,4.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSOL,RS,39,1,4.0,1.0,31,16–31,0.10256410256410256,10.256410256410257,100.0,25.0
2018,PSOL,SC,16,0,5.0,0.0,16,16–31,0.0,31.25,,0.0
2018,PSOL,SE,9,0,7.0,0.0,8,8–12,0.0,77.77777777777777,,0.0
2018,PSOL,SP,82,3,6.0,3.0,70,39–70,0.21951219512195122,7.317073170731708,100.0,50.0
2018,PSOL,TO,4,0,4.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSTU,AL,1,0,0.0,0.0,9,8–12,0.0,0.0,,
2018,PSTU,AM,1,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PSTU,AP,2,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PSTU,CE,1,0,0.0,0.0,22,16–31,0.0,0.0,,
2018,PSTU,DF,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSTU,MA,3,0,0.0,0.0,18,16–31,0.0,0.0,,
2018,PSTU,MG,5,0,0.0,0.0,53,39–70,0.0,0.0,,
2018,PSTU,PE,2,0,0.0,0.0,25,16–31,0.0,0.0,,
2018,PSTU,PI,1,0,0.0,0.0,10,8–12,0.0,0.0,,
2018,PSTU,RN,1,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PSTU,RO,1,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PSTU,RR,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PSTU,RS,4,0,0.0,0.0,31,16–31,0.0,0.0,,
2018,PSTU,SC,2,0,0.0,0.0,16,16–31,0.0,0.0,,
2018,PSTU,SE,2,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PSTU,SP,7,0,3.0,0.0,70,39–70,0.0,42.857142857142854,,0.0
2018,PT,AC,5,1,3.0,1.0,8,8–12,0.6,60.0,100.0,33.333333333333336
2018,PT,AL,1,1,1.0,1.0,9,8–12,1.0,100.0,100.0,100.0
2018,PT,AM,4,1,2.0,1.0,8,8–12,0.5,50.0,100.0,50.0
2018,PT,BA,12,7,9.0,7.0,39,39–70,5.25,75.0,100.0,77.77777777777777
2018,PT,CE,12,3,5.0,3.0,22,16–31,1.25,41.666666666666664,100.0,60.0
2018,PT,DF,16,1,3.0,1.0,8,8–12,0.1875,18.75,100.0,33.333333333333336
2018,PT,ES,15,1,3.0,1.0,10,8–12,0.2,20.0,100.0,33.333333333333336
2018,PT,GO,15,1,2.0,1.0,17,16–31,0.13333333333333333,13.333333333333334,100.0,50.0
2018,PT,MA,22,1,2.0,1.0,18,16–31,0.09090909090909091,9.090909090909092,100.0,50.0
2018,PT,MG,26,8,14.0,8.0,53,39–70,4.3076923076923075,53.84615384615385,100.0,57.142857142857146
2018,PT,MS,16,1,4.0,1.0,8,8–12,0.25,25.0,100.0,25.0
2018,PT,MT,2,1,2.0,1.0,8,8–12,1.0,100.0,100.0,50.0
2018,PT,PA,7,2,4.0,2.0,17,16–31,1.1428571428571428,57.142857142857146,100.0,50.0
2018,PT,PB,4,1,2.0,1.0,12,8–12,0.5,50.0,100.0,50.0
2018,PT,PE,16,2,4.0,2.0,25,16–31,0.5,25.0,100.0,50.0
2018,PT,PI,7,2,4.0,2.0,10,8–12,1.1428571428571428,57.142857142857146,100.0,50.0
2018,PT,PR,33,3,5.0,3.0,30,16–31,0.45454545454545453,15.151515151515152,100.0,60.0
2018,PT,RJ,24,1,8.0,1.0,46,39–70,0.3333333333333333,33.333333333333336,100.0,12.5
2018,PT,RN,6,1,3.0,1.0,8,8–12,0.5,50.0,100.0,33.333333333333336
2018,PT,RO,4,0,2.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PT,RR,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PT,RS,20,5,9.0,5.0,31,16–31,2.25,45.0,100.0,55.55555555555556
2018,PT,SC,11,1,5.0,1.0,16,16–31,0.45454545454545453,45.45454545454545,100.0,20.0
2018,PT,SE,3,2,2.0,2.0,8,8–12,1.3333333333333333,66.66666666666667,100.0,100.0
2018,PT,SP,72,8,24.0,8.0,70,39–70,2.6666666666666665,33.333333333333336,100.0,33.333333333333336
2018,PT,TO,8,1,2.0,1.0,8,8–12,0.25,25.0,100.0,50.0
2018,PTB,AC,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PTB,AL,2,1,2.0,1.0,9,8–12,1.0,100.0,100.0,50.0
2018,PTB,AM,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PTB,AP,7,0,6.0,0.0,8,8–12,0.0,85.71428571428571,,0.0
2018,PTB,BA,3,0,1.0,0.0,39,39–70,0.0,33.333333333333336,,0.0
2018,PTB,CE,2,1,2.0,1.0,22,16–31,1.0,100.0,100.0,50.0
2018,PTB,DF,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PTB,ES,13,0,3.0,0.0,10,8–12,0.0,23.076923076923077,,0.0
2018,PTB,GO,3,0,2.0,0.0,17,16–31,0.0,66.66666666666667,,0.0
2018,PTB,MA,3,1,1.0,1.0,18,16–31,0.3333333333333333,33.333333333333336,100.0,100.0
2018,PTB,MG,20,0,4.0,0.0,53,39–70,0.0,20.0,,0.0
2018,PTB,MS,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PTB,MT,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,PTB,PA,2,2,1.0,1.0,17,16–31,1.0,50.0,50.0,100.0
2018,PTB,PB,2,1,2.0,1.0,12,8–12,1.0,100.0,100.0,50.0
2018,PTB,PE,7,0,1.0,0.0,25,16–31,0.0,14.285714285714286,,0.0
2018,PTB,PI,1,0,1.0,0.0,10,8–12,0.0,100.0,,0.0
2018,PTB,PR,1,1,1.0,1.0,30,16–31,1.0,100.0,100.0,100.0
2018,PTB,RJ,14,0,4.0,0.0,46,39–70,0.0,28.571428571428573,,0.0
2018,PTB,RN,1,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PTB,RO,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PTB,RR,4,0,1.0,0.0,8,8–12,0.0,25.0,,0.0
2018,PTB,RS,9,2,5.0,2.0,31,16–31,1.1111111111111112,55.55555555555556,100.0,40.0
2018,PTB,SC,1,0,1.0,0.0,16,16–31,0.0,100.0,,0.0
2018,PTB,SE,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PTB,SP,25,0,3.0,0.0,70,39–70,0.0,12.0,,0.0
2018,PTC,AC,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PTC,AL,2,0,1.0,0.0,9,8–12,0.0,50.0,,0.0
2018,PTC,AM,4,0,3.0,0.0,8,8–12,0.0,75.0,,0.0
2018,PTC,AP,5,0,1.0,0.0,8,8–12,0.0,20.0,,0.0
2018,PTC,BA,22,0,2.0,0.0,39,39–70,0.0,9.090909090909092,,0.0
2018,PTC,DF,6,0,2.0,0.0,8,8–12,0.0,33.333333333333336,,0.0
2018,PTC,ES,1,0,1.0,0.0,10,8–12,0.0,100.0,,0.0
2018,PTC,GO,11,0,1.0,0.0,17,16–31,0.0,9.090909090909092,,0.0
2018,PTC,MA,3,0,3.0,0.0,18,16–31,0.0,100.0,,0.0
2018,PTC,MG,25,0,1.0,0.0,53,39–70,0.0,4.0,,0.0
2018,PTC,MS,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PTC,MT,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PTC,PA,5,0,1.0,0.0,17,16–31,0.0,20.0,,0.0
2018,PTC,PB,6,0,2.0,0.0,12,8–12,0.0,33.333333333333336,,0.0
2018,PTC,PE,5,0,5.0,0.0,25,16–31,0.0,100.0,,0.0
2018,PTC,PI,1,1,1.0,1.0,10,8–12,1.0,100.0,100.0,100.0
2018,PTC,PR,7,0,2.0,0.0,30,16–31,0.0,28.571428571428573,,0.0
2018,PTC,RJ,29,0,1.0,0.0,46,39–70,0.0,3.4482758620689653,,0.0
2018,PTC,RN,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,PTC,RO,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PTC,RR,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PTC,RS,7,0,6.0,0.0,31,16–31,0.0,85.71428571428571,,0.0
2018,PTC,SC,21,0,1.0,0.0,16,16–31,0.0,4.761904761904762,,0.0
2018,PTC,SP,29,0,5.0,0.0,70,39–70,0.0,17.24137931034483,,0.0
2018,PTC,TO,1,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,PV,AC,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PV,AL,2,0,1.0,0.0,9,8–12,0.0,50.0,,0.0
2018,PV,AM,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,PV,AP,6,0,5.0,0.0,8,8–12,0.0,83.33333333333333,,0.0
2018,PV,BA,12,0,4.0,0.0,39,39–70,0.0,33.333333333333336,,0.0
2018,PV,CE,2,1,1.0,1.0,22,16–31,0.5,50.0,100.0,100.0
2018,PV,DF,2,1,2.0,1.0,8,8–12,1.0,100.0,100.0,50.0
2018,PV,ES,5,0,4.0,0.0,10,8–12,0.0,80.0,,0.0
2018,PV,GO,5,0,4.0,0.0,17,16–31,0.0,80.0,,0.0
2018,PV,MA,6,0,2.0,0.0,18,16–31,0.0,33.333333333333336,,0.0
2018,PV,MG,14,0,9.0,0.0,53,39–70,0.0,64.28571428571429,,0.0
2018,PV,MS,8,0,5.0,0.0,8,8–12,0.0,62.5,,0.0
2018,PV,MT,9,0,7.0,0.0,8,8–12,0.0,77.77777777777777,,0.0
2018,PV,PA,2,0,1.0,0.0,17,16–31,0.0,50.0,,0.0
2018,PV,PB,5,0,2.0,0.0,12,8–12,0.0,40.0,,0.0
2018,PV,PE,8,0,5.0,0.0,25,16–31,0.0,62.5,,0.0
2018,PV,PI,9,0,8.0,0.0,10,8–12,0.0,88.88888888888889,,0.0
2018,PV,PR,40,1,3.0,1.0,30,16–31,0.075,7.5,100.0,33.333333333333336
2018,PV,RJ,14,0,4.0,0.0,46,39–70,0.0,28.571428571428573,,0.0
2018,PV,RN,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,PV,RO,5,0,3.0,0.0,8,8–12,0.0,60.0,,0.0
2018,PV,RR,6,0,2.0,0.0,8,8–12,0.0,33.333333333333336,,0.0
2018,PV,RS,1,0,1.0,0.0,31,16–31,0.0,100.0,,0.0
2018,PV,SC,4,0,1.0,0.0,16,16–31,0.0,25.0,,0.0
2018,PV,SE,7,0,6.0,0.0,8,8–12,0.0,85.71428571428571,,0.0
2018,PV,SP,80,1,6.0,0.5,70,39–70,0.075,7.5,50.0,8.333333333333334
2018,PV,TO,3,0,2.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,REDE,AC,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2018,REDE,AL,1,0,1.0,0.0,9,8–12,0.0,100.0,,0.0
2018,REDE,AM,7,0,2.0,0.0,8,8–12,0.0,28.571428571428573,,0.0
2018,REDE,AP,7,0,1.0,0.0,8,8–12,0.0,14.285714285714286,,0.0
2018,REDE,BA,20,0,2.0,0.0,39,39–70,0.0,10.0,,0.0
2018,REDE,CE,15,0,13.0,0.0,22,16–31,0.0,86.66666666666667,,0.0
2018,REDE,DF,6,0,1.0,0.0,8,8–12,0.0,16.666666666666668,,0.0
2018,REDE,ES,6,0,1.0,0.0,10,8–12,0.0,16.666666666666668,,0.0
2018,REDE,GO,7,0,5.0,0.0,17,16–31,0.0,71.42857142857143,,0.0
2018,REDE,MA,5,0,2.0,0.0,18,16–31,0.0,40.0,,0.0
2018,REDE,MG,25,0,1.0,0.0,53,39–70,0.0,4.0,,0.0
2018,REDE,MS,3,0,3.0,0.0,8,8–12,0.0,100.0,,0.0
2018,REDE,MT,6,0,4.0,0.0,8,8–12,0.0,66.66666666666667,,0.0
2018,REDE,PA,5,0,0.0,0.0,17,16–31,0.0,0.0,,
2018,REDE,PB,4,0,1.0,0.0,12,8–12,0.0,25.0,,0.0
2018,REDE,PE,26,0,3.0,0.0,25,16–31,0.0,11.538461538461538,,0.0
2018,REDE,PI,5,0,1.0,0.0,10,8–12,0.0,20.0,,0.0
2018,REDE,PR,11,0,9.0,0.0,30,16–31,0.0,81.81818181818181,,0.0
2018,REDE,RJ,13,0,2.0,0.0,46,39–70,0.0,15.384615384615385,,0.0
2018,REDE,RN,3,0,1.0,0.0,8,8–12,0.0,33.333333333333336,,0.0
2018,REDE,RO,6,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,REDE,RR,4,1,1.0,1.0,8,8–12,0.25,25.0,100.0,100.0
2018,REDE,RS,6,0,1.0,0.0,31,16–31,0.0,16.666666666666668,,0.0
2018,REDE,SC,6,0,2.0,0.0,16,16–31,0.0,33.333333333333336,,0.0
2018,REDE,SE,12,0,10.0,0.0,8,8–12,0.0,83.33333333333333,,0.0
2018,REDE,SP,30,0,2.0,0.0,70,39–70,0.0,6.666666666666667,,0.0
2018,REDE,TO,1,0,0.0,0.0,8,8–12,0.0,0.0,,
2018,SOLIDARIEDADE,AC,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,SOLIDARIEDADE,AL,1,0,0.0,0.0,9,8–12,0.0,0.0,,
2018,SOLIDARIEDADE,AM,1,1,1.0,1.0,8,8–12,1.0,100.0,100.0,100.0
2018,SOLIDARIEDADE,AP,3,0,1.0,0.0,8,8–12,0.0,33.333333333333336,,0.0
2018,SOLIDARIEDADE,BA,6,0,1.0,0.0,39,39–70,0.0,16.666666666666668,,0.0
2018,SOLIDARIEDADE,CE,2,1,2.0,1.0,22,16–31,1.0,100.0,100.0,50.0
2018,SOLIDARIEDADE,DF,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,SOLIDARIEDADE,ES,2,0,1.0,0.0,10,8–12,0.0,50.0,,0.0
2018,SOLIDARIEDADE,GO,1,1,1.0,1.0,17,16–31,1.0,100.0,100.0,100.0
2018,SOLIDARIEDADE,MA,2,0,1.0,0.0,18,16–31,0.0,50.0,,0.0
2018,SOLIDARIEDADE,MG,8,1,1.0,1.0,53,39–70,0.125,12.5,100.0,100.0
2018,SOLIDARIEDADE,MS,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2018,SOLIDARIEDADE,MT,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,SOLIDARIEDADE,PA,3,0,1.0,0.0,17,16–31,0.0,33.333333333333336,,0.0
2018,SOLIDARIEDADE,PB,1,0,0.0,0.0,12,8–12,0.0,0.0,,
2018,SOLIDARIEDADE,PE,6,1,2.0,1.0,25,16–31,0.3333333333333333,33.333333333333336,100.0,50.0
2018,SOLIDARIEDADE,PI,3,0,1.0,0.0,10,8–12,0.0,33.333333333333336,,0.0
2018,SOLIDARIEDADE,PR,1,0,1.0,0.0,30,16–31,0.0,100.0,,0.0
2018,SOLIDARIEDADE,RJ,29,1,2.0,1.0,46,39–70,0.06896551724137931,6.896551724137931,100.0,50.0
2018,SOLIDARIEDADE,RN,11,0,7.0,0.0,8,8–12,0.0,63.63636363636363,,0.0
2018,SOLIDARIEDADE,RO,1,0,1.0,0.0,8,8–12,0.0,100.0,,0.0
2018,SOLIDARIEDADE,RR,6,1,4.0,1.0,8,8–12,0.6666666666666666,66.66666666666667,100.0,25.0
2018,SOLIDARIEDADE,RS,2,0,2.0,0.0,31,16–31,0.0,100.0,,0.0
2018,SOLIDARIEDADE,SC,1,0,1.0,0.0,16,16–31,0.0,100.0,,0.0
2018,SOLIDARIEDADE,SE,2,1,1.0,1.0,8,8–12,0.5,50.0,100.0,100.0
2018,SOLIDARIEDADE,SP,45,1,9.0,1.0,70,39–70,0.2,20.0,100.0,11.11111111111111
2018,SOLIDARIEDADE,TO,2,2,2.0,2.0,8,8–12,2.0,100.0,100.0,100.0
2022,AGIR,AC,7,0,0.0,0.0,8,8–12,0.0,0.0,,
2022,AGIR,AL,7,0,3.0,0.0,9,8–12,0.0,42.857142857142854,,0.0
2022,AGIR,AM,7,0,0.0,0.0,8,8–12,0.0,0.0,,
2022,AGIR,AP,3,0,0.0,0.0,8,8–12,0.0,0.0,,
2022,AGIR,BA,13,0,3.0,0.0,39,39–70,0.0,23.076923076923077,,0.0
2022,AGIR,CE,14,0,12.0,0.0,22,16–31,0.0,85.71428571428571,,0.0
2022,AGIR,DF,8,0,5.0,0.0,8,8–12,0.0,62.5,,0.0
2022,AGIR,ES,3,0,0.0,0.0,10,8–12,0.0,0.0,,
2022,AGIR,GO,18,0,12.0,0.0,17,16–31,0.0,66.66666666666667,,0.0
2022,AGIR,MA,17,0,5.0,0.0,18,16–31,0.0,29.41176470588235,,0.0
2022,AGIR,MG,19,0,9.0,0.0,53,39–70,0.0,47.36842105263158,,0.0
2022,AGIR,MS,5,0,3.0,0.0,8,8–12,0.0,60.0,,0.0
2022,AGIR,MT,6,0,0.0,0.0,8,8–12,0.0,0.0,,
2022,AGIR,PA,13,0,7.0,0.0,17,16–31,0.0,53.84615384615385,,0.0
2022,AGIR,PB,8,0,0.0,0.0,12,8–12,0.0,0.0,,
2022,AGIR,PE,17,0,9.0,0.0,25,16–31,0.0,52.94117647058823,,0.0
2022,AGIR,PI,6,0,1.0,0.0,10,8–12,0.0,16.666666666666668,,0.0
2022,AGIR,PR,26,0,6.0,0.0,30,16–31,0.0,23.076923076923077,,0.0
2022,AGIR,RJ,45,0,11.0,0.0,46,39–70,0.0,24.444444444444443,,0.0
2022,AGIR,RO,7,0,6.0,0.0,8,8–12,0.0,85.71428571428571,,0.0
2022,AGIR,RS,1,0,0.0,0.0,31,16–31,0.0,0.0,,
2022,AGIR,SP,68,0,2.0,0.0,70,39–70,0.0,2.9411764705882355,,0.0
2022,AVANTE,AL,9,0,6.0,0.0,9,8–12,0.0,66.66666666666667,,0.0
2022,AVANTE,AM,9,0,7.0,0.0,8,8–12,0.0,77.77777777777777,,0.0
2022,AVANTE,AP,5,0,0.0,0.0,8,8–12,0.0,0.0,,
2022,AVANTE,BA,26,1,6.0,1.0,39,39–70,0.23076923076923078,23.076923076923077,100.0,16.666666666666668
2022,AVANTE,CE,23,0,17.0,0.0,22,16–31,0.0,73.91304347826087,,0.0
2022,AVANTE,DF,9,0,4.0,0.0,8,8–12,0.0,44.44444444444444,,0.0
2022,AVANTE,ES,7,0,1.0,0.0,10,8–12,0.0,14.285714285714286,,0.0
2022,AVANTE,GO,18,0,10.0,0.0,17,16–31,0.0,55.55555555555556,,0.0
2022,AVANTE,MA,6,0,0.0,0.0,18,16–31,0.0,0.0,,
2022,AVANTE,MG,54,5,15.0,5.0,53,39–70,1.3888888888888888,27.77777777777778,100.0,33.333333333333336
2022,AVANTE,MS,8,0,4.0,0.0,8,8–12,0.0,50.0,,0.0
2022,AVANTE,PA,5,0,0.0,0.0,17,16–31,0.0,0.0,,
2022,AVANTE,PB,9,0,0.0,0.0,12,8–12,0.0,0.0,,
2022,AVANTE,PE,26,1,8.0,1.0,25,16–31,0.3076923076923077,30.76923076923077,100.0,12.5
2022,AVANTE,RJ,43,0,14.0,0.0,46,39–70,0.0,32.55813953488372,,0.0
2022,AVANTE,RN,9,0,7.0,0.0,8,8–12,0.0,77.77777777777777,,0.0
2022,AVANTE,RO,9,0,2.0,0.0,8,8–12,0.0,22.22222222222222,,0.0
2022,AVANTE,RS,30,0,8.0,0.0,31,16–31,0.0,26.666666666666668,,0.0
2022,AVANTE,SC,12,0,7.0,0.0,16,16–31,0.0,58.333333333333336,,0.0
2022,AVANTE,SP,70,0,11.0,0.0,70,39–70,0.0,15.714285714285714,,0.0
2022,AVANTE,TO,9,0,7.0,0.0,8,8–12,0.0,77.77777777777777,,0.0
2022,CIDADANIA,AC,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2022,CIDADANIA,AL,2,0,1.0,0.0,9,8–12,0.0,50.0,,0.0
2022,CIDADANIA,AM,5,1,3.0,0.0,8,8–12,0.6,60.0,0.0,0.0
2022,CIDADANIA,BA,12,0,2.0,0.0,39,39–70,0.0,16.666666666666668,,0.0
2022,CIDADANIA,CE,3,0,1.0,0.0,22,16–31,0.0,33.333333333333336,,0.0
2022,CIDADANIA,DF,6,0,3.0,0.0,8,8–12,0.0,50.0,,0.0
2022,CIDADANIA,ES,2,0,1.0,0.0,10,8–12,0.0,50.0,,0.0
2022,CIDADANIA,GO,3,0,3.0,0.0,17,16–31,0.0,100.0,,0.0
2022,CIDADANIA,MA,16,0,13.0,0.0,18,16–31,0.0,81.25,,0.0
2022,CIDADANIA,MG,16,0,5.0,0.0,53,39–70,0.0,31.25,,0.0
2022,CIDADANIA,MT,2,0,1.0,0.0,8,8–12,0.0,50.0,,0.0
2022,CIDADANIA,PA,3,0,1.0,0.0,17,16–31,0.0,33.333333333333336,,0.0
2022,CIDADANIA,PE,2,0,1.0,0.0,25,16–31,0.0,50.0,,0.0
2022,CIDADANIA,PI,9,0,9.0,0.0,10,8–12,0.0,100.0,,0.0
2022,CIDADANIA,PR,12,0,2.0,0.0,30,16–31,0.0,16.666666666666668,,0.0
2022,CIDADANIA,RJ,22,0,8.0,0.0,46,39–70,0.0,36.36363636363637,,0.0
2022,CIDADANIA,RN,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2022,CIDADANIA,RR,6,0,6.0,0.0,8,8–12,0.0,100.0,,0.0
2022,CIDADANIA,RS,8,1,1.0,1.0,31,16–31,0.125,12.5,100.0,100.0
2022,CIDADANIA,SC,5,1,1.0,1.0,16,16–31,0.2,20.0,100.0,100.0
2022,CIDADANIA,SE,5,0,2.0,0.0,8,8–12,0.0,40.0,,0.0
2022,CIDADANIA,SP,9,2,4.0,2.0,70,39–70,0.8888888888888888,44.44444444444444,100.0,50.0
2022,CIDADANIA,TO,2,0,2.0,0.0,8,8–12,0.0,100.0,,0.0
2022,DC,AL,2,0,2.0,0.0,9,8–12,0.0,100.0,,0.0
2022,DC,AM,5,0,2.0,0.0,8,8–12,0.0,40.0,,0.0
2022,DC,BA,15,0,13.0,0.0,39,39–70,0.0,86.66666666666667,,0.0
