Ano,UF,Partido,Magnitude,tipo,C,F,Mp,E,Recursos,Recebedores,Sem_recursos,NECr,D,Q,NECr_Mp,NECr_E,NECr_menos_E,k_arredondado,eleitos_top_arredondado,Cobertura_pct,Precisao_pct,Competitivos_top,Fracao_nucleo_pct,Aleatoria_pct,Lift,Excedente_pp,Precisao_aleatoria_pct,Cobertura_competitiva_pct,Lift_competitivo
2018,AP,AVANTE,Pequeno (8–12),Menos competitivo,2,1,0,1,418539.23,2,0,1.9999756378257167,2.43621742828104e-05,1.000012181235522,,1.9999756378257167,0.9999756378257172,2,1.0,100.0,50.0,1.0,99.99878189128583,100.0,1.0,0.0,50.0,100.0,1.0
2018,AP,DC,Pequeno (8–12),Menos competitivo,1,0,0,0,30022.82,1,0,1.0,0.0,1.0,,,1.0,1,0.0,,0.0,0.0,100.0,,,,0.0,,
2018,AP,DEM,Pequeno (8–12),Competitivo,4,2,0,0,750000.0,4,0,3.461538461538461,0.5384615384615388,1.1555555555555557,,,3.461538461538461,3,0.0,,0.0,2.0,86.53846153846152,,,,0.0,100.0,1.3333333333333333
2018,AP,MDB,Pequeno (8–12),Competitivo,4,1,1,0,1686845.0,3,1,1.247250938214065,2.752749061785935,3.207053109719515,1.247250938214065,,1.247250938214065,1,0.0,,0.0,1.0,31.181273455351626,,,,0.0,100.0,4.0
2018,AP,PC DO B,Pequeno (8–12),Menos competitivo,1,1,1,1,896500.0,1,0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,100.0,100.0,1.0,100.0,100.0,1.0,0.0,100.0,100.0,1.0
2018,AP,PDT,Pequeno (8–12),Menos competitivo,7,1,0,0,176028.0,7,0,1.3330899049837688,5.666910095016231,5.25095867415276,,,1.3330899049837688,1,0.0,,0.0,0.0,19.044141499768127,,,,0.0,0.0,0.0
2018,AP,PHS,Pequeno (8–12),Menos competitivo,6,0,0,0,520000.0,6,0,4.261623325453113,1.7383766745468874,1.407914201183432,,,4.261623325453113,4,0.0,,0.0,0.0,71.02705542421855,,,,0.0,,
2018,AP,PMN,Pequeno (8–12),Menos competitivo,3,0,0,0,8150.0,3,0,2.8652000431359865,0.1347999568640134,1.047047310775716,,,2.8652000431359865,3,0.0,,0.0,0.0,95.50666810453288,,,,0.0,,
2018,AP,PODE,Pequeno (8–12),Menos competitivo,1,1,1,0,1050000.0,1,0,1.0,0.0,1.0,1.0,,1.0,1,0.0,,0.0,1.0,100.0,,,,0.0,100.0,1.0
2018,AP,PP,Pequeno (8–12),Competitivo,1,1,2,1,1634541.0,1,0,1.0,0.0,1.0,0.5,1.0,0.0,1,1.0,100.0,100.0,1.0,100.0,100.0,1.0,0.0,100.0,100.0,1.0
2018,AP,PPL,Pequeno (8–12),Menos competitivo,3,0,0,0,5870.0,3,0,2.9982597043237647,0.0017402956762353,1.0005804352684078,,,2.9982597043237647,3,0.0,,0.0,0.0,99.9419901441255,,,,0.0,,
2018,AP,PR,Pequeno (8–12),Competitivo,7,4,1,1,3065000.0,7,0,2.811484792937039,4.188515207062961,2.4897876088767306,2.811484792937039,2.811484792937039,1.8114847929370388,3,1.0,100.0,33.333333333333336,3.0,40.16406847052912,42.857142857142854,2.3333333333333335,57.142857142857146,14.285714285714286,75.0,1.75
2018,AP,PRB,Pequeno (8–12),Competitivo,1,0,0,1,1952976.22,1,0,1.0,0.0,1.0,,1.0,0.0,1,1.0,100.0,100.0,0.0,100.0,100.0,1.0,0.0,100.0,,
2018,AP,PROS,Pequeno (8–12),Menos competitivo,2,0,0,1,776466.3,2,0,1.1549621066159304,0.8450378933840696,1.731658544071245,,1.1549621066159304,0.1549621066159303,1,1.0,100.0,100.0,0.0,57.74810533079652,50.0,2.0,50.0,50.0,,
2018,AP,PRP,Pequeno (8–12),Menos competitivo,2,1,0,0,270803.44,2,0,1.005951354709277,0.9940486452907228,1.9881677087437348,,,1.005951354709277,1,0.0,,0.0,1.0,50.29756773546386,,,,0.0,100.0,2.0
2018,AP,PSB,Pequeno (8–12),Competitivo,8,1,1,1,752500.0,6,2,1.9342573259721352,6.065742674027865,4.135954349289743,1.9342573259721352,1.9342573259721352,0.9342573259721352,2,1.0,100.0,50.0,1.0,24.17821657465169,25.0,4.0,75.0,12.5,100.0,4.0
2018,AP,PSC,Pequeno (8–12),Menos competitivo,2,1,0,0,320000.0,2,0,1.1327433628318584,0.8672566371681416,1.765625,,,1.1327433628318584,1,0.0,,0.0,1.0,56.63716814159292,,,,0.0,100.0,2.0
2018,AP,PSD,Pequeno (8–12),Competitivo,3,1,1,0,739000.0,2,1,1.998678821992307,1.001321178007693,1.500991538505203,1.998678821992307,,1.998678821992307,2,0.0,,0.0,1.0,66.62262739974356,,,,0.0,100.0,1.5
2018,AP,PSDB,Pequeno (8–12),Competitivo,2,1,0,1,832050.0,2,0,1.017578661196208,0.982421338803792,1.9654500200003335,,1.017578661196208,0.0175786611962081,1,1.0,100.0,100.0,1.0,50.87893305981041,50.0,2.0,50.0,50.0,100.0,2.0
2018,AP,PSL,Pequeno (8–12),Menos competitivo,1,0,0,0,35000.0,1,0,1.0,0.0,1.0,,,1.0,1,0.0,,0.0,0.0,100.0,,,,0.0,,
2018,AP,PSOL,Pequeno (8–12),Menos competitivo,6,0,0,0,201719.65,6,0,5.666633248948553,0.3333667510514466,1.058829773589689,,,5.666633248948553,6,0.0,,0.0,0.0,94.44388748247589,,,,0.0,,
2018,AP,PSTU,Pequeno (8–12),Menos competitivo,2,0,0,0,0.0,0,2,,,,,,,0,0.0,,,0.0,,,,,,,
