ano_eleicao,sg_uf,nr_candidato,nm_candidato,sg_partido_norm,eleito,competitivo,teto,partido,outros,privado,partido_pct,outros_pct,privado_pct,total_pct,fora,top_piso,top_arredondado,top_teto,vitoria_previa,qe_previo,lag,lag2,hist_ausente,lag_ausente,mulher,negra,demografia_ausente,partido_antes_pct,partido_setembro_pct,privado_antes_pct,outros_antes_pct
2018,AC,4343,HENRIQUE AFONSO SOARES LIMA,PV,0,True,2500000.0,282590.95,16000.0,11000.0,11.303638,0.64,0.44,11.943638,0.0,1.0,1.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,4.6654164,6.6382216,0.104,0.104
2018,AC,1800,IUNA BARROS CHAVES,REDE,0,False,2500000.0,800.0,3254.0,1754.0,0.032,0.13016,0.07016,0.16216,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,1.0,1.0,0,0.0,0.032,0.07016,0.07016
2018,AC,1818,CARLOS GOMES DA COSTA SOUZA,REDE,0,False,2500000.0,190000.0,126010.0,126010.0,7.6,5.0404,5.0404,12.6404,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,1.0,0,7.6,0.0,4.04,4.04
2018,AC,7777,VANDA DENIR MILANI NOGUEIRA,SOLIDARIEDADE,1,True,2500000.0,1450000.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,1.0,1.0,1.0,0,1,0.5248949053183694,0.2755146616291799,0,0,1.0,0.0,0,48.0,6.0,0.0,0.0
2018,AL,7070,GIVALDO DE SA GOUVEIA CARIMBÃO,AVANTE,0,True,2500000.0,319000.0,115609.75,78500.0,12.76,4.62439,3.14,17.38439,0.0,1.0,1.0,1.0,1,1,1.0,1.0,0,0,0.0,1.0,0,11.44,1.32,0.0,0.125
2018,AL,2700,VILMA LINS DA SILVA,DC,0,False,2500000.0,48070.0,0.0,0.0,1.9228,0.0,0.0,1.9228,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,1.0,0.0,0,0.0,1.9228,0.0,0.0
2018,AL,2727,RORYERTON FREIRE DE OLIVEIRA,DC,0,False,2500000.0,29250.0,105.26,0.0,1.17,0.0042104,0.0,1.1742104,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.17,0.0,0.0
2018,AL,2500,ELIELZA MELQUIADES DOS SANTOS,DEM,0,False,2500000.0,0.0,5588.87,0.0,0.0,0.2235548,0.0,0.2235548,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0
2018,AL,2511,ROSINEIDE SILVA DE CARVALHO,DEM,0,False,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0
2018,AL,1514,FERNANDA DA SILVA MONTEIRO,MDB,0,False,2500000.0,50000.0,662.3199999999999,0.0,2.0,0.0264928,0.0,2.0264928,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,1.0,1.0,0,0.0,2.0,0.0,0.0
2018,AL,1515,ISNALDO BULHÕES BARROS JUNIOR,MDB,1,True,2500000.0,0.0,994073.72,393834.14,0.0,39.7629488,15.7533656,39.7629488,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
2018,AL,1577,JOSIENE MARIA DA SILVA,MDB,0,False,2500000.0,50000.0,1662.32,0.0,2.0,0.0664928,0.0,2.0664928,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,1.0,1.0,0,0.0,2.0,0.0,0.0
2018,AL,3000,ADELMO JOSÉ SILVA DE ASSIS,NOVO,0,False,2500000.0,1099.1599999999999,1429.85,1429.85,0.043966399999999996,0.057194,0.057194,0.1011604,0.5,0.5,0.5,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.043966399999999996,0.0,0.057194,0.057194
2018,AL,3001,TIBÉRIO DA SILVA ROCHA JÚNIOR,NOVO,0,False,2500000.0,1099.1599999999999,6200.0,6200.0,0.043966399999999996,0.248,0.248,0.2919664,0.5,0.5,0.5,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.043966399999999996,0.0,0.0,0.0
2018,AL,3030,MARIA TAVARES FERRO,NOVO,0,False,2500000.0,3599.16,45115.29,34650.29,0.1439664,1.8046116,1.3860116,1.9485780000000001,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,1.0,0.0,0,0.043966399999999996,0.1,0.738012,0.931812
2018,AL,5123,JOSILDO BRAZ COSTA,PATRI,0,False,2500000.0,0.0,4470.0,4470.0,0.0,0.1788,0.1788,0.1788,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
2018,AL,5153,ADEMARIO DE OLIVEIRA,PATRI,0,False,2500000.0,0.0,6750.0,6750.0,0.0,0.27,0.27,0.27,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0
