Ano,Partido,Indicador,N válido,Indefinidos,Média,Desvio-padrão,Mínimo,P25,Mediana,P75,Máximo
2018,AVANTE,Candidatos (C),25,0,13.24,24.057708397379276,1.0,2.0,6.0,9.0,96.0
2018,AVANTE,Competitivos (F),25,0,0.76,1.011599393699568,0.0,0.0,0.0,1.0,4.0
2018,AVANTE,Competitivos na lista (%),25,0,13.048160173160172,23.51256284188895,0.0,0.0,0.0,16.666666666666668,100.0
2018,AVANTE,Bancada pré-eleitoral (Mp),25,0,0.2,0.5,0.0,0.0,0.0,0.0,2.0
2018,AVANTE,Eleitos (E),25,0,0.28,0.7371114795831993,0.0,0.0,0.0,0.0,3.0
2018,AVANTE,NECr,22,3,2.698558569202192,2.3952703381192997,1.0,1.057361838859577,1.8050915892662303,2.766176129258343,9.936327314285148
2018,AVANTE,D = C − NECr,22,3,11.983259612615988,23.627853746524682,0.0,0.9570068063894291,3.305681313150537,6.407645765868223,86.06367268571485
2018,AVANTE,Q = C / NECr,22,3,4.462665212882476,4.596308380228294,1.0,1.4573438741233142,2.5605915956171232,5.845240835318647,19.863840330332227
2018,AVANTE,NECr / Mp (Mp > 0),4,21,2.192054622263279,2.684948246828724,0.508271609539987,0.8770679023849968,1.0287372904980119,2.3437240103762944,6.202472298517105
2018,AVANTE,NECr / E (E > 0),4,21,1.9813232807890069,0.4035891303904903,1.4413755595750861,1.8603256182630594,2.0337332019990426,2.15473086452499,2.4164511595828553
2018,AVANTE,NECr − E,22,3,2.380376751020374,2.3243798479143236,0.8827511191501722,1.0041358047699935,1.5071651144186506,2.112552532834945,9.936327314285148
2018,AVANTE,Cobertura Top-NECr por lista (%),4,21,91.66666666666667,16.666666666666664,66.66666666666667,91.66666666666667,100.0,100.0,100.0
2018,AVANTE,Precisão Top-NECr por lista (%),22,3,9.090909090909092,20.397681634573473,0.0,0.0,0.0,0.0,66.66666666666667
2018,DC,Candidatos (C),25,0,7.84,9.711161962745068,1.0,2.0,3.0,11.0,44.0
2018,DC,Competitivos (F),25,0,0.2,0.5,0.0,0.0,0.0,0.0,2.0
2018,DC,Competitivos na lista (%),25,0,1.1454545454545455,2.7718301799855833,0.0,0.0,0.0,0.0,9.090909090909092
2018,DC,Bancada pré-eleitoral (Mp),25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,DC,Eleitos (E),25,0,0.04,0.2,0.0,0.0,0.0,0.0,1.0
2018,DC,NECr,24,1,4.022380486126823,4.311574980988755,1.0,1.0,1.9021803234135441,4.920631173521783,18.522776061384633
2018,DC,D = C − NECr,24,1,4.06095284720651,7.167366552930228,0.0,0.052969521316161394,1.7354567382927963,6.1333786120083875,33.75607493971434
2018,DC,Q = C / NECr,24,1,2.0354754450484456,1.4504967585566428,1.0,1.0053346284939795,1.3348545997131072,2.498691710208221,6.7938469550151614
2018,DC,NECr / Mp (Mp > 0),0,25,,,,,,,
2018,DC,NECr / E (E > 0),1,24,10.243925060285664,,10.243925060285664,10.243925060285664,10.243925060285664,10.243925060285664,10.243925060285664
2018,DC,NECr − E,24,1,3.980713819460157,4.253274221977821,1.0,1.0,1.9021803234135441,4.920631173521783,18.522776061384633
2018,DC,Cobertura Top-NECr por lista (%),1,24,0.0,,0.0,0.0,0.0,0.0,0.0
2018,DC,Precisão Top-NECr por lista (%),24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,DEM,Candidatos (C),27,0,6.222222222222222,7.904883268409439,1.0,2.0,4.0,6.0,38.0
2018,DEM,Competitivos (F),27,0,1.6296296296296295,2.186464447601831,0.0,0.5,1.0,2.0,9.0
2018,DEM,Competitivos na lista (%),27,0,33.6976749696048,31.001659570279752,0.0,6.25,28.571428571428573,50.0,100.0
2018,DEM,Bancada pré-eleitoral (Mp),27,0,1.5555555555555556,1.6251232694862385,0.0,1.0,1.0,1.5,7.0
2018,DEM,Eleitos (E),27,0,1.0740740740740742,1.356634011240998,0.0,0.0,1.0,1.0,5.0
2018,DEM,NECr,25,2,2.458766874434509,2.1854688397344946,1.0,1.1512894306190395,1.4013782896949674,2.96465485761948,8.389786520975568
2018,DEM,D = C − NECr,25,2,3.9812331255654914,6.308040334410472,0.0,0.5986217103050326,2.0,4.035345142380519,29.61021347902443
2018,DEM,Q = C / NECr,25,2,2.445918754609122,1.464833465197366,1.0,1.4271663937617673,2.0,3.0,6.677685950413222
2018,DEM,NECr / Mp (Mp > 0),23,4,1.3187143419844052,0.5129846135832012,0.6449664429530202,1.0,1.1699531045814147,1.3824068500597164,2.96465485761948
2018,DEM,NECr / E (E > 0),16,11,1.5689032967286556,0.7785856964002703,0.8417972759973468,1.0,1.3266841481652527,1.974131500736021,3.8383070023142576
2018,DEM,NECr − E,25,2,1.298766874434509,1.3333928471562642,-0.31640544800530646,0.1980198019801982,1.1512894306190395,1.817177052122326,4.3897865209755675
2018,DEM,Cobertura Top-NECr por lista (%),16,11,90.9375,25.44397440128671,0.0,100.0,100.0,100.0,100.0
2018,DEM,Precisão Top-NECr por lista (%),25,2,45.452380952380956,43.58565666730492,0.0,0.0,50.0,100.0,100.0
2018,MDB,Candidatos (C),27,0,11.25925925925926,13.224663999200052,1.0,3.0,7.0,14.5,63.0
2018,MDB,Competitivos (F),27,0,2.6666666666666665,2.1483446221182985,0.0,1.0,2.0,3.5,8.0
2018,MDB,Competitivos na lista (%),27,0,35.24645930201486,22.7066331569547,0.0,20.833333333333336,33.333333333333336,41.42857142857143,100.0
2018,MDB,Bancada pré-eleitoral (Mp),27,0,1.8888888888888888,1.5021352323976216,0.0,1.0,1.0,3.0,5.0
2018,MDB,Eleitos (E),27,0,1.2592592592592593,1.2276491791723345,0.0,0.0,1.0,2.0,4.0
2018,MDB,NECr,27,0,3.267706541951364,2.6850007876942077,1.0,1.3697164770782182,2.1246654525298916,3.4439195818019246,10.106729122706541
2018,MDB,D = C − NECr,27,0,7.991552717307896,11.412253917827794,0.0,1.6757729462312243,3.820156991432844,9.250876465146616,53.7939692877314
2018,MDB,Q = C / NECr,27,0,3.2969810970556575,2.166338441103885,1.0,2.046668784997064,2.3351800554016617,3.9175326806558814,9.881701213554804
2018,MDB,NECr / Mp (Mp > 0),24,3,1.6310599995561308,0.7688085021742143,0.905611720672996,1.094469802888657,1.2659742235554312,2.047175731538454,3.6430974001337475
2018,MDB,NECr / E (E > 0),18,9,2.017088072357787,0.8969353475976327,1.0,1.5313681319831576,1.9286968479947282,2.121106371242431,4.603015356134298
2018,MDB,NECr − E,27,0,2.008447282692104,1.8521191023238084,0.0,1.0656277825271179,1.3637565986407543,2.4727047243446636,7.206030712268596
2018,MDB,Cobertura Top-NECr por lista (%),18,9,88.42592592592592,26.373834715281006,0.0,100.0,100.0,100.0,100.0
2018,MDB,Precisão Top-NECr por lista (%),27,0,36.61522633744856,35.815359985676416,0.0,0.0,33.333333333333336,58.333333333333336,100.0
2018,NOVO,Candidatos (C),19,0,11.789473684210526,11.57381598152783,2.0,5.0,6.0,16.0,45.0
2018,NOVO,Competitivos (F),19,0,0.10526315789473684,0.3153017676423058,0.0,0.0,0.0,0.0,1.0
2018,NOVO,Competitivos na lista (%),19,0,0.4093567251461988,1.3461588047266704,0.0,0.0,0.0,0.0,5.555555555555555
2018,NOVO,Bancada pré-eleitoral (Mp),19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NOVO,Eleitos (E),19,0,0.42105263157894735,0.837707816583391,0.0,0.0,0.0,0.5,3.0
2018,NOVO,NECr,19,0,6.731949624834705,4.05965275580802,1.9746101538070058,3.644654664048674,4.591900645271427,10.26161446178807,14.888526341174165
2018,NOVO,D = C − NECr,19,0,5.05752405937582,8.861096614482667,0.0,0.3209669060707223,1.4080993547285727,5.7866546777122885,35.02267841674206
2018,NOVO,Q = C / NECr,19,0,1.5932678274376357,0.8855824100129204,1.0,1.0537264767247703,1.3412027516034957,1.6215375477450564,4.51022848411647
2018,NOVO,NECr / Mp (Mp > 0),0,19,,,,,,,
2018,NOVO,NECr / E (E > 0),5,14,8.468941187667252,3.190306857752396,3.3257738610859797,7.4442631705870825,10.023453555310468,10.499775368265674,11.051439983087063
2018,NOVO,NECr − E,19,0,6.31089699325576,3.6088583084348533,1.9746101538070058,3.644654664048674,4.591900645271427,9.26161446178807,12.888526341174165
2018,NOVO,Cobertura Top-NECr por lista (%),5,14,93.33333333333334,14.907119849998596,66.66666666666667,100.0,100.0,100.0,100.0
2018,NOVO,Precisão Top-NECr por lista (%),19,0,3.2854864433811803,6.033832408703455,0.0,0.0,0.0,4.545454545454546,20.0
2018,PATRI,Candidatos (C),26,0,13.692307692307692,19.579109746399055,1.0,2.25,5.5,16.0,91.0
2018,PATRI,Competitivos (F),26,0,0.5384615384615384,0.9891721480417544,0.0,0.0,0.0,1.0,4.0
2018,PATRI,Competitivos na lista (%),26,0,5.601369956208666,19.527526694621038,0.0,0.0,0.0,4.1031549096065225,100.0
2018,PATRI,Bancada pré-eleitoral (Mp),26,0,0.19230769230769232,0.4914656259988704,0.0,0.0,0.0,0.0,2.0
2018,PATRI,Eleitos (E),26,0,0.19230769230769232,0.49146562599887034,0.0,0.0,0.0,0.0,2.0
2018,PATRI,NECr,18,8,2.7371510601858904,2.3822202805393418,1.0,1.0,2.0403854220847033,3.0871899686870257,8.856005948272141
2018,PATRI,D = C − NECr,18,8,14.540626717591888,21.901573356302855,0.0,1.0000003823797377,5.441873354208649,24.155909232033515,85.9211854623003
2018,PATRI,Q = C / NECr,18,8,6.8937768462812965,7.245885765641056,1.0,1.4366660166291219,2.6410480457300602,13.19726683337801,22.272832937587246
2018,PATRI,NECr / Mp (Mp > 0),4,22,1.5091945052417142,0.6318095709550307,1.0,1.065044640449225,1.3290736518289097,1.7732235166213985,2.378630717309037
2018,PATRI,NECr / E (E > 0),4,22,3.1058851447463236,3.8429310725392978,0.9961135143209675,0.9990283785802418,1.2857105581960928,3.392567324362175,8.856005948272141
2018,PATRI,NECr − E,18,8,2.4593732824081127,2.4087268833323257,-0.007772971358064984,1.0,1.544271907763736,3.0871899686870257,8.013371782908537
2018,PATRI,Cobertura Top-NECr por lista (%),4,22,62.5,47.871355387816905,0.0,37.5,75.0,100.0,100.0
2018,PATRI,Precisão Top-NECr por lista (%),18,8,11.11111111111111,27.41594402766581,0.0,0.0,0.0,0.0,100.0
2018,PC DO B,Candidatos (C),27,0,4.407407407407407,5.387016151817536,1.0,1.5,2.0,4.0,26.0
2018,PC DO B,Competitivos (F),27,0,0.6666666666666666,0.6793662204867575,0.0,0.0,1.0,1.0,2.0
2018,PC DO B,Competitivos na lista (%),27,0,34.81323203545426,42.673111186499504,0.0,0.0,11.11111111111111,83.33333333333334,100.0
2018,PC DO B,Bancada pré-eleitoral (Mp),27,0,0.37037037037037035,0.5648790304908823,0.0,0.0,0.0,1.0,2.0
2018,PC DO B,Eleitos (E),27,0,0.3333333333333333,0.6201736729460423,0.0,0.0,0.0,0.5,2.0
2018,PC DO B,NECr,27,0,1.469379508982241,0.7776235989978769,1.0,1.0,1.001158056594264,1.910690613665424,3.8478426648946997
2018,PC DO B,D = C − NECr,27,0,2.9380278984251667,4.962609358590326,0.0,0.0009473525430980789,1.0,3.0,22.1521573351053
2018,PC DO B,Q = C / NECr,27,0,2.975049961987232,3.1589079347751436,1.0,1.000474125435486,1.9893075491512093,3.007835915238921,15.0
2018,PC DO B,NECr / Mp (Mp > 0),9,18,1.2331770398500577,0.43516905624961694,0.9990526474569019,1.0,1.0,1.1015322249192256,2.010749922357006
2018,PC DO B,NECr / E (E > 0),7,20,1.0153025557355562,0.038080493677551876,0.9990526474569019,1.0,1.0,1.0032665088863835,1.1015322249192256
2018,PC DO B,NECr − E,27,0,1.1360461756489075,0.998656592517568,-0.0018947050861961579,0.5507661124596128,1.0,1.48379015029222,3.8478426648946997
2018,PC DO B,Cobertura Top-NECr por lista (%),7,20,100.0,0.0,100.0,100.0,100.0,100.0,100.0
2018,PC DO B,Precisão Top-NECr por lista (%),27,0,25.925925925925927,44.65760847047225,0.0,0.0,0.0,50.0,100.0
2018,PCB,Candidatos (C),13,0,2.3846153846153846,3.0424349222966556,1.0,1.0,1.0,2.0,12.0
2018,PCB,Competitivos (F),13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PCB,Competitivos na lista (%),13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PCB,Bancada pré-eleitoral (Mp),13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PCB,Eleitos (E),13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PCB,NECr,12,1,1.5046360418429525,0.7018913886823009,1.0,1.0,1.0,2.0,3.13026549147838
2018,PCB,D = C − NECr,12,1,0.9953639581570476,2.544180674181129,0.0,0.0,0.0,0.4312399440485368,8.86973450852162
2018,PCB,Q = C / NECr,12,1,1.3597354444557805,0.8235395736411099,1.0,1.0,1.0,1.2280740637183853,3.833540647803829
2018,PCB,NECr / Mp (Mp > 0),0,13,,,,,,,
2018,PCB,NECr / E (E > 0),0,13,,,,,,,
2018,PCB,NECr − E,12,1,1.5046360418429525,0.7018913886823009,1.0,1.0,1.0,2.0,3.13026549147838
2018,PCB,Cobertura Top-NECr por lista (%),0,13,,,,,,,
2018,PCB,Precisão Top-NECr por lista (%),12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PCO,Candidatos (C),4,0,1.25,0.5,1.0,1.0,1.0,1.25,2.0
2018,PCO,Competitivos (F),4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PCO,Competitivos na lista (%),4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PCO,Bancada pré-eleitoral (Mp),4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PCO,Eleitos (E),4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PCO,NECr,4,0,1.2159632402995235,0.43192648059904704,1.0,1.0,1.0,1.2159632402995235,1.863852961198094
2018,PCO,D = C − NECr,4,0,0.03403675970047648,0.06807351940095296,0.0,0.0,0.0,0.03403675970047648,0.13614703880190593
2018,PCO,Q = C / NECr,4,0,1.0182615047479913,0.03652300949598242,1.0,1.0,1.0,1.0182615047479913,1.0730460189919648
2018,PCO,NECr / Mp (Mp > 0),0,4,,,,,,,
2018,PCO,NECr / E (E > 0),0,4,,,,,,,
2018,PCO,NECr − E,4,0,1.2159632402995235,0.43192648059904704,1.0,1.0,1.0,1.2159632402995235,1.863852961198094
2018,PCO,Cobertura Top-NECr por lista (%),0,4,,,,,,,
2018,PCO,Precisão Top-NECr por lista (%),4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PDT,Candidatos (C),27,0,9.962962962962964,11.888848949529528,1.0,3.0,4.0,11.5,49.0
2018,PDT,Competitivos (F),27,0,1.8148148148148149,1.9618875729773224,0.0,0.5,1.0,2.5,7.0
2018,PDT,Competitivos na lista (%),27,0,27.672985565670178,31.019530586859656,0.0,4.0,14.285714285714286,41.42857142857143,100.0
2018,PDT,Bancada pré-eleitoral (Mp),27,0,0.7037037037037037,0.8234456132997966,0.0,0.0,1.0,1.0,3.0
2018,PDT,Eleitos (E),27,0,1.037037037037037,1.285465539180904,0.0,0.0,1.0,1.0,6.0
2018,PDT,NECr,27,0,2.3208419921145182,1.4751770053431286,1.0,1.1708994372752444,1.939733648399493,2.940472544800582,6.764354286202949
2018,PDT,D = C − NECr,27,0,7.6421209708484445,10.968197970660226,0.0,1.0,2.7617881997161784,8.424144523309117,44.3614787636577
2018,PDT,Q = C / NECr,27,0,3.706887413072207,3.2232045201981805,1.0,1.605395236869597,2.6316337148803326,5.018181175282741,15.046815076208206
2018,PDT,NECr / Mp (Mp > 0),14,13,1.7946187200791341,0.983249734582391,1.0,1.1682083393272773,1.489100186840462,1.947620910066833,4.638521236342301
2018,PDT,NECr / E (E > 0),17,10,2.039933581728004,1.662022884385289,0.522981751705677,1.0,1.3299494555406461,2.3192606181711506,6.764354286202949
2018,PDT,NECr − E,27,0,1.2838049550774815,1.595363318017461,-2.8621094897659383,0.284407262928864,1.2382118002838216,1.9154241147630402,5.764354286202949
2018,PDT,Cobertura Top-NECr por lista (%),17,10,90.19607843137256,22.094198215170465,33.333333333333336,100.0,100.0,100.0,100.0
2018,PDT,Precisão Top-NECr por lista (%),27,0,40.09700176366843,39.75210223640706,0.0,0.0,33.333333333333336,70.83333333333334,100.0
2018,PHS,Candidatos (C),27,0,10.962962962962964,17.093591875053153,2.0,3.0,5.0,10.5,71.0
2018,PHS,Competitivos (F),27,0,0.7777777777777778,1.2506408613597124,0.0,0.0,0.0,1.0,5.0
2018,PHS,Competitivos na lista (%),27,0,9.429973029347051,14.98284984911986,0.0,0.0,0.0,16.233766233766236,50.0
2018,PHS,Bancada pré-eleitoral (Mp),27,0,0.14814814814814814,0.36201399289824565,0.0,0.0,0.0,0.0,1.0
2018,PHS,Eleitos (E),27,0,0.2222222222222222,0.5773502691896258,0.0,0.0,0.0,0.0,2.0
2018,PHS,NECr,26,1,3.071087328418782,1.6229854989001526,1.0,2.043879971957609,2.5038118073738502,3.9809507866693687,7.996844343058318
2018,PHS,D = C − NECr,26,1,8.236604979273526,17.32100749743585,0.005924337623174125,0.7134608017847727,1.8737132418232796,5.8662590617590515,68.82448011216957
2018,PHS,Q = C / NECr,26,1,4.343963099940745,7.787052760647989,1.0014832812705527,1.2767946642964145,1.525408642616413,3.3522262086456314,32.635877243487585
2018,PHS,NECr / Mp (Mp > 0),4,23,2.885580858196258,1.3186119770231663,1.3817776916774414,1.9770843387921875,3.0832350393653822,3.9917315587694526,3.994075662376826
2018,PHS,NECr / E (E > 0),4,23,2.8691558307134724,2.172065904875894,1.0877599439152181,1.8427105080555104,2.177880000301806,3.204325322959768,6.033103378335058
2018,PHS,NECr − E,26,1,2.8403180976495506,1.6646262080311207,0.17551988783043626,1.9179164777205708,2.446557673405805,3.719545727719942,7.996844343058318
2018,PHS,Cobertura Top-NECr por lista (%),4,23,50.0,40.824829046386306,0.0,37.5,50.0,62.5,100.0
2018,PHS,Precisão Top-NECr por lista (%),26,1,3.525641025641026,11.09881798588303,0.0,0.0,0.0,0.0,50.0
2018,PMB,Candidatos (C),18,0,5.333333333333333,8.622815153792327,1.0,1.0,2.0,5.0,37.0
2018,PMB,Competitivos (F),18,0,0.16666666666666666,0.38348249442368526,0.0,0.0,0.0,0.0,1.0
2018,PMB,Competitivos na lista (%),18,0,8.88888888888889,25.642081426227495,0.0,0.0,0.0,0.0,100.0
2018,PMB,Bancada pré-eleitoral (Mp),18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PMB,Eleitos (E),18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PMB,NECr,10,8,1.3958850296413194,0.8322671926917019,1.0,1.0,1.0425981373124107,1.281629849703945,3.6584590283211242
2018,PMB,D = C − NECr,10,8,5.804114970358681,11.122115122413211,0.0,0.0,1.1435533234442066,5.893989260712106,35.65616774187287
2018,PMB,Q = C / NECr,10,8,5.424478550688418,8.44592120529884,1.0,1.0,1.6317236230623315,4.484865326235584,27.533198266550095
2018,PMB,NECr / Mp (Mp > 0),0,18,,,,,,,
2018,PMB,NECr / E (E > 0),0,18,,,,,,,
2018,PMB,NECr − E,10,8,1.3958850296413194,0.8322671926917019,1.0,1.0,1.0425981373124107,1.281629849703945,3.6584590283211242
2018,PMB,Cobertura Top-NECr por lista (%),0,18,,,,,,,
2018,PMB,Precisão Top-NECr por lista (%),10,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PMN,Candidatos (C),26,0,6.3076923076923075,8.84881565304298,1.0,2.0,3.5,6.5,44.0
2018,PMN,Competitivos (F),26,0,0.34615384615384615,0.6287961636211018,0.0,0.0,0.0,0.75,2.0
2018,PMN,Competitivos na lista (%),26,0,6.828303275671697,14.97930057503587,0.0,0.0,0.0,1.7045454545454546,50.0
2018,PMN,Bancada pré-eleitoral (Mp),26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,PMN,Eleitos (E),26,0,0.11538461538461539,0.43145549730400484,0.0,0.0,0.0,0.0,2.0
2018,PMN,NECr,26,0,1.5765688753178524,0.9976685794088135,1.0,1.0,1.0,2.1204013286494017,5.2742683245762105
2018,PMN,D = C − NECr,26,0,4.7311234323744555,8.128779250807542,0.0,0.3510999676480101,2.0,4.25,38.72573167542379
2018,PMN,Q = C / NECr,26,0,3.733733379555067,3.762573528261586,1.0,1.241067796006957,2.5900754422476586,4.0,17.399504377223174
2018,PMN,NECr / Mp (Mp > 0),0,26,,,,,,,
2018,PMN,NECr / E (E > 0),2,24,1.4284383189793797,0.045875221969279865,1.3959996384364637,1.4122189787079216,1.4284383189793797,1.4446576592508376,1.4608769995222954
2018,PMN,NECr − E,26,0,1.461184259933237,0.998139732857218,0.46087699952229544,1.0,1.0,1.7181615621478419,5.2742683245762105
2018,PMN,Cobertura Top-NECr por lista (%),2,24,100.0,0.0,100.0,100.0,100.0,100.0,100.0
2018,PMN,Precisão Top-NECr por lista (%),26,0,6.410256410256411,23.130990792500327,0.0,0.0,0.0,0.0,100.0
2018,PODE,Candidatos (C),27,0,7.888888888888889,15.335562825650944,1.0,1.5,3.0,5.0,73.0
2018,PODE,Competitivos (F),27,0,0.7777777777777778,1.0127393670836666,0.0,0.0,1.0,1.0,5.0
2018,PODE,Competitivos na lista (%),27,0,26.191600063265533,35.37159939435677,0.0,0.0,7.6923076923076925,41.66666666666667,100.0
2018,PODE,Bancada pré-eleitoral (Mp),27,0,0.5925925925925926,0.8883545402449347,0.0,0.0,0.0,1.0,4.0
2018,PODE,Eleitos (E),27,0,0.4074074074074074,0.693888666488711,0.0,0.0,0.0,1.0,3.0
2018,PODE,NECr,23,4,2.051037342906257,1.576074002824626,1.0,1.0,1.061074074082154,2.2737329651736653,5.999999999999999
2018,PODE,D = C − NECr,23,4,6.862006135354613,15.700841794830186,0.0,0.469462962958923,1.0,2.9922723007809546,67.83324947305852
2018,PODE,Q = C / NECr,23,4,3.602194336065142,4.405541910781176,1.0,1.0959715657500664,2.0,3.387734304520699,18.63739397274617
2018,PODE,NECr / Mp (Mp > 0),12,15,1.3473223164359227,0.4071337849824082,1.0,1.0,1.1755793817284244,1.5929148351022646,2.0389116662752396
2018,PODE,NECr / E (E > 0),9,18,1.6308341297944642,0.8504451542518858,1.0,1.0594711317214769,1.5102172374604046,1.7222501756471627,3.68201525605569
2018,PODE,NECr − E,23,4,1.5727764733410399,1.5753663153290784,0.0,0.8212396465916446,1.0,2.102831096608364,5.999999999999999
2018,PODE,Cobertura Top-NECr por lista (%),9,18,88.88888888888889,33.333333333333336,0.0,100.0,100.0,100.0,100.0
2018,PODE,Precisão Top-NECr por lista (%),23,4,26.52173913043478,39.841583536000755,0.0,0.0,0.0,50.0,100.0
2018,PP,Candidatos (C),26,0,5.346153846153846,4.117691661038331,1.0,2.25,4.5,7.75,18.0
2018,PP,Competitivos (F),26,0,2.1153846153846154,1.5576115838532552,0.0,1.0,2.0,3.0,5.0
2018,PP,Competitivos na lista (%),26,0,51.0493566262797,33.50533752839909,0.0,25.694444444444443,50.0,66.66666666666667,100.0
2018,PP,Bancada pré-eleitoral (Mp),26,0,1.8846153846153846,1.608152308133109,0.0,1.0,1.0,2.0,6.0
2018,PP,Eleitos (E),26,0,1.4230769230769231,1.1374735838014673,0.0,1.0,1.0,2.0,4.0
2018,PP,NECr,26,0,2.8511788464914307,1.751715460777469,1.0,1.0790799822347636,2.1515719288051223,4.034045693513459,6.564267901109525
2018,PP,D = C − NECr,26,0,2.4949749996624155,2.7018282273232153,0.0,0.9500825412943277,2.0497696053941894,3.033739539949347,11.435732098890476
2018,PP,Q = C / NECr,26,0,1.786560677868192,0.6679528015429826,1.0,1.2794007215047278,1.6102339005329633,2.098891584079294,3.128114185361822
2018,PP,NECr / Mp (Mp > 0),24,2,1.6729390370625545,0.9035569909655811,0.5,1.0,1.4003091091015567,1.9079571602273888,4.0667005895863015
2018,PP,NECr / E (E > 0),22,4,1.9739170446435645,0.8830732232567425,1.0,1.279619419331761,1.8630931816418101,2.1988325090737244,4.0667005895863015
2018,PP,NECr − E,26,0,1.4281019234145076,1.087299259650735,0.0,0.8678493377656313,1.0646011572564071,2.1449916003321694,4.245626436889376
2018,PP,Cobertura Top-NECr por lista (%),22,4,100.0,0.0,100.0,100.0,100.0,100.0,100.0
2018,PP,Precisão Top-NECr por lista (%),26,0,51.556776556776555,32.54003156547679,0.0,33.333333333333336,50.0,76.66666666666667,100.0
2018,PPL,Candidatos (C),24,0,10.25,13.607063383149336,1.0,2.0,3.0,14.0,51.0
2018,PPL,Competitivos (F),24,0,0.16666666666666666,0.38069349381344053,0.0,0.0,0.0,0.0,1.0
2018,PPL,Competitivos na lista (%),24,0,12.689393939393938,33.72275964250755,0.0,0.0,0.0,0.0,100.0
2018,PPL,Bancada pré-eleitoral (Mp),24,0,0.041666666666666664,0.20412414523193154,0.0,0.0,0.0,0.0,1.0
2018,PPL,Eleitos (E),24,0,0.041666666666666664,0.20412414523193154,0.0,0.0,0.0,0.0,1.0
2018,PPL,NECr,17,7,5.8918121860928805,7.440609047773591,1.0,1.0,2.4237115598855556,7.5796407386066145,26.91578513746165
2018,PPL,D = C − NECr,17,7,7.519952519789473,10.083070106833407,0.0,0.0017402956762353483,3.4662576687116564,9.420359261393386,30.071992600441888
2018,PPL,Q = C / NECr,17,7,3.5469492661193236,6.467646975224121,1.0,1.0005804352684078,1.8947988973584764,2.1910799265715646,28.0
2018,PPL,NECr / Mp (Mp > 0),1,23,1.3180527383367138,,1.3180527383367138,1.3180527383367138,1.3180527383367138,1.3180527383367138,1.3180527383367138
2018,PPL,NECr / E (E > 0),1,23,1.3180527383367138,,1.3180527383367138,1.3180527383367138,1.3180527383367138,1.3180527383367138,1.3180527383367138
2018,PPL,NECr − E,17,7,5.832988656681116,7.482860847442742,0.31805273833671377,1.0,2.4237115598855556,7.5796407386066145,26.91578513746165
2018,PPL,Cobertura Top-NECr por lista (%),1,23,100.0,,100.0,100.0,100.0,100.0,100.0
2018,PPL,Precisão Top-NECr por lista (%),17,7,5.882352941176471,24.2535625036333,0.0,0.0,0.0,0.0,100.0
2018,PPS,Candidatos (C),26,0,4.846153846153846,6.341560108946742,1.0,1.0,2.5,4.75,30.0
2018,PPS,Competitivos (F),26,0,0.6538461538461539,0.8918433805240781,0.0,0.0,0.5,1.0,4.0
2018,PPS,Competitivos na lista (%),26,0,24.768564768564772,35.963836924869476,0.0,0.0,3.5714285714285716,35.60606060606061,100.0
2018,PPS,Bancada pré-eleitoral (Mp),26,0,0.3076923076923077,0.5491251783869152,0.0,0.0,0.0,0.75,2.0
2018,PPS,Eleitos (E),26,0,0.3076923076923077,0.5491251783869152,0.0,0.0,0.0,0.75,2.0
2018,PPS,NECr,25,1,2.1159266220535757,2.2118519837480415,1.0,1.0,1.1642292302617177,2.3503799515595722,10.932621249765607
2018,PPS,D = C − NECr,25,1,2.8840733779464243,4.388720973898382,0.0,0.0,1.3827958840201933,2.835770769738282,19.067378750234393
2018,PPS,Q = C / NECr,25,1,2.151006292480875,1.1808012913085608,1.0,1.0,1.9039143380236367,2.7440811599179105,4.948442956073951
2018,PPS,NECr / Mp (Mp > 0),6,20,1.294012612439696,0.4513256720292309,1.0,1.012616857289402,1.1073483297096631,1.3280739882123487,2.1666901076896243
2018,PPS,NECr / E (E > 0),7,19,2.3893931356430618,1.7426948517961414,1.0504674291576086,1.2734590688954717,1.6959479705588199,2.7557737531877384,5.920870905618585
2018,PPS,NECr − E,25,1,1.7959266220535754,2.162734786483309,0.0504674291576086,1.0,1.0,2.3333802153792487,10.932621249765607
